date,open,high,low,close,volume
2020-12-13,75.81,79.61,75.63,76.95,165118031.28
2020-12-14,76.87,82.15,75.15,80.74,312114643.16
2020-12-15,81.53,82.62,79.58,80.62,69057611.99
2020-12-16,80.53,84.5,78.59,83.64,145382406.13
2020-12-17,83.42,83.44,76.01,77.47,407279177.52
2020-12-18,77.8,80.71,75.1,80.2,209093321.73
2020-12-19,80.44,82.93,80.14,80.86,89534770.11
2020-12-20,81.04,81.72,80.04,80.72,49136853.24
2020-12-21,80.76,83.97,80.58,81.6,153945108.28
2020-12-22,81.55,82.41,78.02,78.24,202092074.12
2020-12-23,78.17,79.85,76.67,79.58,101899321.32
2020-12-24,79.61,82.49,77.87,81.88,226203685.58
2020-12-25,81.77,87.44,81.13,86.1,257822683.36
2020-12-26,86.38,89.11,83.42,85.04,140267463.7
2020-12-27,85.04,85.89,82.78,83.88,131072456.15
2020-12-28,84.3,85.48,83.49,83.91,108101349.59
2020-12-29,84.01,89.31,83.41,87.15,233677104.65
2020-12-30,87.75,89.61,87.05,88.39,61400350.16
2020-12-31,88.12,89.1,85.06,87.57,52641317.03
2021-01-01,87.58,91.86,86.49,91.84,265775587.54
2021-01-02,91.72,95.67,89.37,94.91,143170302.16
2021-01-03,94.54,103.72,92.86,100.26,346870326.85
2021-01-04,100.23,101.95,98.55,100.92,115152587.24
2021-01-05,101.92,103.63,100.81,103.37,136451043.31
2021-01-06,102.82,106.49,99.18,106.0,188705590.12
2021-01-07,106.56,107.19,104.42,106.08,88489071.03
2021-01-08,105.32,113.19,104.16,112.03,140694289.15
2021-01-09,111.91,119.32,108.24,117.46,292438979.55
2021-01-10,117.24,124.14,116.68,121.85,221949016.1
2021-01-11,123.13,126.75,122.56,125.52,152129646.06
2021-01-12,126.19,128.04,122.34,125.67,61094779.17
2021-01-13,124.81,131.81,122.82,130.24,111674069.23
2021-01-14,129.11,137.22,129.07,135.15,183750342.3
2021-01-15,135.23,138.55,134.79,138.48,132895220.17
2021-01-16,139.02,147.46,138.98,144.89,189527472.86
2021-01-17,143.14,156.8,138.58,153.31,289034449.87
2021-01-18,153.4,173.52,152.6,167.28,217686146.17
2021-01-19,168.57,177.48,167.79,172.19,137289285.91
2021-01-20,173.03,179.39,172.07,177.96,179090253.68
2021-01-21,177.3,183.36,175.52,182.54,308831609.37
2021-01-22,183.15,186.47,176.46,179.34,144784727.86
2021-01-23,179.95,188.43,179.16,187.7,254557239.05
2021-01-24,187.05,203.33,180.13,196.29,361192359.03
2021-01-25,196.25,221.61,188.76,217.37,274282002.51
2021-01-26,216.66,221.46,213.8,220.81,218942238.99
2021-01-27,220.15,229.31,215.35,228.44,271512672.5
2021-01-28,227.1,236.19,222.52,234.46,173822748.44
2021-01-29,235.45,247.25,231.46,242.23,116183496.63
2021-01-30,240.92,271.94,238.71,267.95,364283507.63
2021-01-31,267.74,295.34,267.21,290.6,313174572.64
2021-02-01,293.78,318.46,293.35,314.19,359386428.91
2021-02-02,311.22,326.08,310.85,324.54,532566084.47
2021-02-03,325.27,362.04,313.01,358.95,496916242.55
2021-02-04,359.62,379.16,350.53,366.46,388120460.32
2021-02-05,365.68,404.84,364.94,398.77,727055737.19
2021-02-06,395.54,446.76,383.04,443.76,1129016752.38
2021-02-07,443.82,464.23,432.04,449.03,145309281.98
2021-02-08,450.31,473.03,447.61,465.19,389990547.98
2021-02-09,465.73,503.57,458.85,492.92,246303077.97
2021-02-10,489.96,516.28,484.14,514.04,314130766.91
2021-02-11,512.25,523.51,477.96,487.63,269649704.89
2021-02-12,484.99,487.14,479.77,486.83,200648884.14
2021-02-13,484.98,491.4,463.31,470.24,184219569.44
2021-02-14,466.56,479.79,460.92,474.45,313287173.44
2021-02-15,474.69,480.26,446.37,458.67,269984194.03
2021-02-16,460.02,478.32,452.07,473.98,241917859.33
2021-02-17,470.36,470.66,454.86,455.13,236844179.88
2021-02-18,455.21,459.33,431.31,445.19,308340439.03
2021-02-19,446.41,456.28,443.56,448.62,153229504.05
2021-02-20,454.53,468.03,413.61,426.34,502750426.07
2021-02-21,425.57,428.24,416.74,424.45,113763004.34
2021-02-22,417.08,439.82,415.3,432.45,207406787.76
2021-02-23,432.47,434.73,400.73,405.22,739400546.24
2021-02-24,406.66,412.24,396.61,402.81,239249465.03
2021-02-25,403.04,404.8,397.14,399.8,106726487.61
2021-02-26,401.91,406.53,400.83,400.83,152267964.83
2021-02-27,399.36,402.19,377.65,379.79,230239609.07
2021-02-28,377.85,388.21,360.66,363.07,458647203.99
2021-03-01,362.61,375.6,359.0,372.24,370089032.88
2021-03-02,374.35,378.63,369.93,376.47,257713364.14
2021-03-03,379.22,387.07,377.89,378.82,163282015.72
2021-03-04,375.56,383.03,366.92,381.18,258455661.83
2021-03-05,378.15,387.44,363.08,372.94,140861844.61
2021-03-06,374.42,380.21,371.05,375.56,240925327.57
2021-03-07,377.59,383.33,366.51,377.77,182634326.82
2021-03-08,379.65,389.05,366.71,369.7,407236122.65
2021-03-09,367.3,394.54,361.75,388.2,568330088.22
2021-03-10,385.83,394.18,375.02,387.76,179191839.76
2021-03-11,388.64,394.41,368.44,371.46,224572003.6
2021-03-12,370.46,377.43,361.93,377.29,380231853.52
2021-03-13,378.75,385.48,361.49,366.0,526876697.38
2021-03-14,364.16,376.72,360.6,374.22,424182019.45
2021-03-15,374.68,385.91,373.86,383.43,391842201.48
2021-03-16,386.09,387.92,371.46,373.17,490610048.43
2021-03-17,371.96,390.06,365.79,383.32,436977295.73
2021-03-18,384.8,385.88,376.03,385.73,90698536.05
2021-03-19,383.79,395.36,377.66,391.88,228405108.26
2021-03-20,389.72,412.42,388.9,407.54,529302206.14
2021-03-21,411.23,413.73,397.09,397.52,312049446.94
2021-03-22,396.21,404.8,377.2,386.19,346158360.28
2021-03-23,389.12,389.76,375.87,377.63,258210651.97
2021-03-24,376.69,384.87,372.33,372.89,215094132.14
2021-03-25,375.72,381.3,373.12,376.97,143830793.36
2021-03-26,375.81,386.5,374.11,384.31,277868580.02
2021-03-27,386.13,396.34,381.8,389.38,115453368.43
2021-03-28,386.88,404.15,385.24,398.91,195938483.23
2021-03-29,401.9,404.7,397.87,398.03,305198345.55
2021-03-30,400.51,417.52,395.26,412.49,359937031.89
2021-03-31,413.84,420.7,398.15,405.64,164382705.32
2021-04-01,402.53,438.93,397.52,432.51,782664119.16
2021-04-02,436.11,441.04,426.86,429.82,122581295.77
2021-04-03,431.37,434.09,408.04,412.87,610510180.84
2021-04-04,412.08,417.88,391.34,399.76,201530266.19
2021-04-05,400.6,408.96,400.14,406.81,301524225.24
2021-04-06,403.54,411.08,393.59,405.11,88152415.39
2021-04-07,404.22,420.65,397.32,414.01,216565759.97
2021-04-08,414.75,418.51,411.72,418.34,143968448.11
2021-04-09,419.53,421.44,415.72,416.2,189868528.33
2021-04-10,419.56,420.54,395.8,407.26,443345928.76
2021-04-11,409.29,419.47,383.42,394.96,384022273.96
2021-04-12,397.76,402.69,394.03,397.52,87308511.74
2021-04-13,398.87,421.0,393.83,413.05,369559477.58
2021-04-14,414.72,423.17,408.65,418.03,188502771.81
2021-04-15,417.47,420.21,399.16,406.95,283022148.45
2021-04-16,408.04,417.38,400.27,416.77,218423065.85
2021-04-17,417.16,427.54,414.24,427.33,293613968.26
2021-04-18,429.02,429.62,418.26,422.57,219826839.15
2021-04-19,422.53,434.7,420.63,431.59,182181832.87
2021-04-20,432.76,443.58,427.87,438.29,267489401.6
2021-04-21,436.01,437.84,429.27,431.23,162357942.66
2021-04-22,426.61,447.82,417.65,444.0,496395435.94
2021-04-23,445.18,464.93,436.74,456.84,250607663.84
2021-04-24,458.46,482.11,457.46,473.6,305191746.56
2021-04-25,473.62,493.0,471.24,486.81,424666764.67
2021-04-26,487.23,497.14,462.6,468.42,434286951.29
2021-04-27,468.8,473.74,461.07,462.39,278437080.01
2021-04-28,462.65,477.95,461.95,476.6,169054794.73
2021-04-29,480.76,495.21,478.87,488.26,206924802.3
2021-04-30,488.52,502.51,486.75,498.11,148090218.86
2021-05-01,494.31,553.5,491.72,550.74,1116481798.44
2021-05-02,544.98,552.23,537.07,545.95,192311356.12
2021-05-03,549.81,554.74,541.85,552.01,158561920.18
2021-05-04,553.52,557.55,542.46,555.44,105349210.23
2021-05-05,561.6,563.19,547.6,555.32,153871236.22
2021-05-06,554.95,560.86,538.74,543.62,142547908.51
2021-05-07,544.1,552.99,535.98,551.81,248069432.88
2021-05-08,548.79,548.93,527.74,538.29,276498074.31
2021-05-09,540.55,554.71,523.24,537.78,178166965.87
2021-05-10,537.14,539.1,526.54,535.71,229531440.88
2021-05-11,539.54,540.45,512.83,517.49,528803905.37
2021-05-12,516.77,537.5,499.58,527.88,156504809.79
2021-05-13,530.36,531.34,471.6,476.53,1079348198.1
2021-05-14,473.96,477.63,463.42,467.32,133798831.85
2021-05-15,465.71,469.88,423.67,430.16,747032348.81
2021-05-16,429.71,429.78,403.17,412.81,503716202.42
2021-05-17,417.16,417.85,404.23,412.18,241171104.8
2021-05-18,413.73,420.05,394.94,396.65,478148086.79
2021-05-19,397.89,405.29,369.2,370.89,407741140.23
2021-05-20,371.55,380.01,327.11,333.77,957151005.67
2021-05-21,334.13,340.15,305.43,312.0,377797759.65
2021-05-22,310.46,311.78,277.2,279.25,395529103.33
2021-05-23,280.55,282.43,253.15,257.16,455539277.74
2021-05-24,257.44,259.06,253.38,256.87,123190156.46
2021-05-25,256.25,258.38,246.38,251.81,127072894.79
2021-05-26,250.02,268.33,248.26,265.86,394074913.97
2021-05-27,267.33,270.05,264.27,265.48,144781196.12
2021-05-28,266.43,267.89,247.06,247.75,469467436.73
2021-05-29,248.69,251.29,248.53,249.04,78299969.84
2021-05-30,248.63,250.37,244.18,244.3,194363758.26
2021-05-31,244.9,254.35,240.52,249.92,145069926.42
2021-06-01,249.33,254.05,242.74,243.29,115632650.65
2021-06-02,244.07,246.92,235.9,242.43,161975142.77
2021-06-03,242.31,246.23,242.13,245.19,123350612.19
2021-06-04,244.58,253.32,242.18,248.97,192018203.8
2021-06-05,250.63,250.8,235.08,238.58,329673784.91
2021-06-06,239.34,243.1,231.03,236.24,161459489.89
2021-06-07,238.33,240.69,232.02,233.41,197238163.37
2021-06-08,232.83,240.16,227.33,230.03,149090139.9
2021-06-09,231.31,244.43,228.87,241.48,144802351.93
2021-06-10,242.14,245.87,237.33,241.07,100194021.71
2021-06-11,241.08,246.59,225.02,230.58,315812911.15
2021-06-12,229.11,236.32,226.32,235.63,225816668.85
2021-06-13,235.16,248.81,231.8,246.13,181696472.36
2021-06-14,248.37,250.77,244.66,246.53,151967845.22
2021-06-15,245.32,248.3,230.02,231.17,360719066.97
2021-06-16,234.7,238.59,223.94,226.4,262896606.85
2021-06-17,225.49,235.62,221.28,232.72,302447780.32
2021-06-18,232.54,233.87,220.03,225.44,305469335.84
2021-06-19,224.43,229.58,220.65,226.54,70950671.65
2021-06-20,227.67,233.6,220.2,228.82,113038507.83
2021-06-21,228.62,229.09,213.52,220.47,318200869.32
2021-06-22,219.93,226.61,218.54,219.14,98796595.74
2021-06-23,218.42,219.72,201.9,202.65,241070061.99
2021-06-24,201.93,203.35,198.77,202.87,145497644.97
2021-06-25,201.14,212.9,198.76,207.08,167333912.82
2021-06-26,206.6,207.07,204.09,205.02,109196136.46
2021-06-27,204.63,221.0,199.29,218.89,230250622.71
2021-06-28,219.25,220.69,211.46,212.36,238201729.46
2021-06-29,212.61,216.59,211.65,213.22,122127284.27
2021-06-30,212.09,218.97,211.76,217.0,178311896.15
2021-07-01,215.72,230.3,213.19,227.12,342264477.94
2021-07-02,224.48,230.25,216.2,218.3,215718132.13
2021-07-03,217.01,230.27,211.6,226.7,262264271.39
2021-07-04,226.14,230.74,224.21,226.27,135652063.12
2021-07-05,225.67,229.33,219.93,220.53,131169778.82
2021-07-06,218.37,226.05,213.93,224.68,223396767.52
2021-07-07,223.29,229.21,221.29,226.24,172260789.14
2021-07-08,226.98,228.94,222.31,222.94,130943600.23
2021-07-09,223.44,225.61,219.85,224.5,170525581.92
2021-07-10,224.02,224.84,221.0,223.15,146163623.25
2021-07-11,223.28,229.07,219.55,225.11,87190815.16
2021-07-12,224.16,231.15,222.75,229.73,263852908.2
2021-07-13,230.07,241.27,226.85,238.57,154241596.86
2021-07-14,239.02,240.87,227.89,228.38,275358357.93
2021-07-15,227.63,248.56,223.78,241.09,304668817.94
2021-07-16,240.21,241.27,222.87,226.21,315165972.35
2021-07-17,227.53,228.55,226.22,226.41,82361711.48
2021-07-18,225.99,233.26,223.13,230.89,254118229.44
2021-07-19,230.13,232.59,227.03,232.39,127033135.44
2021-07-20,232.39,233.57,228.16,228.35,158138113.36
2021-07-21,228.63,232.25,227.92,231.1,122456990.7
2021-07-22,230.07,235.29,224.62,232.44,85887801.16
2021-07-23,233.32,237.92,226.68,233.88,94761360.06
2021-07-24,232.57,244.65,229.82,244.59,296326292.06
2021-07-25,243.73,250.65,236.36,250.42,235496609.81
2021-07-26,248.91,251.38,243.67,249.11,118518474.07
2021-07-27,249.52,260.85,248.08,259.44,360909781.29
2021-07-28,260.13,266.51,257.85,264.19,176762629.43
2021-07-29,262.75,272.97,258.44,272.2,177185246.64
2021-07-30,270.46,282.62,265.19,277.93,138741178.72
2021-07-31,276.4,281.94,270.58,273.14,144340644.69
2021-08-01,273.55,275.85,269.65,272.89,133829064.92
2021-08-02,274.07,290.0,267.62,283.04,122890686.0
2021-08-03,283.28,291.44,280.93,290.69,179474433.88
2021-08-04,290.3,297.23,288.58,292.85,90791678.97
2021-08-05,293.72,298.39,291.62,296.72,182327701.97
2021-08-06,297.06,311.0,294.79,309.67,315433698.92
2021-08-07,312.33,315.82,304.56,305.88,170412776.04
2021-08-08,305.46,319.19,300.27,313.42,433014728.81
2021-08-09,314.54,320.19,307.76,314.31,216001476.02
2021-08-10,315.04,316.95,311.11,316.23,166360458.12
2021-08-11,317.03,334.5,315.98,329.7,215797409.36
2021-08-12,330.39,339.59,328.86,338.67,316817938.84
2021-08-13,342.2,352.77,336.77,346.56,334555875.85
2021-08-14,346.44,360.43,346.11,358.16,191376160.1
2021-08-15,358.96,363.63,354.22,356.53,212761173.13
2021-08-16,353.2,365.55,347.86,360.19,260397763.1
2021-08-17,362.04,364.67,348.84,354.68,227417270.18
2021-08-18,354.56,360.2,349.44,357.27,141079229.04
2021-08-19,355.75,361.92,349.56,355.84,133937902.27
2021-08-20,356.57,358.62,348.88,357.65,199066586.96
2021-08-21,357.31,364.52,353.03,364.23,239576150.77
2021-08-22,364.52,367.71,352.85,356.89,158164250.05
2021-08-23,356.99,380.22,351.87,379.25,722310020.29
2021-08-24,378.84,384.47,362.92,367.04,457183315.16
2021-08-25,365.89,372.79,353.45,357.67,217454472.56
2021-08-26,355.75,377.21,352.18,373.54,248364933.44
2021-08-27,370.2,383.89,368.91,382.4,453221289.02
2021-08-28,380.11,392.41,377.3,387.97,198631175.93
2021-08-29,387.4,399.74,378.35,392.83,167782551.69
2021-08-30,395.52,400.76,381.06,390.84,228799940.37
2021-08-31,393.63,398.28,375.8,383.73,403762613.54
2021-09-01,384.02,394.72,381.41,389.62,207621657.16
2021-09-02,392.06,395.37,376.78,387.9,210910803.22
2021-09-03,389.21,407.73,388.82,404.53,291247334.04
2021-09-04,400.96,411.43,396.19,406.59,208632686.5
2021-09-05,409.25,418.81,391.45,402.69,223086223.36
2021-09-06,400.31,409.9,387.91,406.57,127418646.88
2021-09-07,409.18,419.8,398.77,418.46,192867537.59
2021-09-08,420.74,423.14,396.91,400.23,478727141.53
2021-09-09,399.57,403.09,375.44,381.81,599944197.53
2021-09-10,381.16,383.23,375.29,375.82,121526656.47
2021-09-11,373.69,376.09,367.95,368.2,319810072.25
2021-09-12,368.83,370.52,349.95,352.84,577451708.55
2021-09-13,351.79,352.25,332.87,339.54,327124923.33
2021-09-14,339.36,341.83,333.18,333.23,335282031.08
2021-09-15,333.39,335.8,306.49,312.38,578025964.34
2021-09-16,311.59,315.5,294.56,296.05,424369007.87
2021-09-17,295.12,297.69,282.34,287.36,264890856.16
2021-09-18,287.46,288.57,278.3,282.31,241157295.56
2021-09-19,279.51,283.33,279.17,279.85,72707960.69
2021-09-20,279.0,284.09,274.8,283.66,152221910.61
2021-09-21,284.61,285.51,276.11,279.31,223962937.3
2021-09-22,276.0,278.26,274.75,276.97,85404316.42
2021-09-23,279.32,279.64,276.59,276.79,118727094.74
2021-09-24,275.59,277.1,265.43,270.42,130838668.2
2021-09-25,269.99,275.23,266.26,273.14,105443494.81
2021-09-26,273.97,280.33,268.5,273.68,134618383.89
2021-09-27,274.34,280.92,270.31,278.76,122822281.06
2021-09-28,277.79,281.6,274.25,274.85,207315488.66
2021-09-29,275.68,287.72,267.02,281.94,145379648.26
2021-09-30,283.51,299.13,280.7,294.89,229981864.42
2021-10-01,296.58,297.75,287.13,292.58,179357597.32
2021-10-02,292.88,300.43,285.58,295.22,66225038.11
2021-10-03,296.2,302.14,287.99,299.74,86608973.38
2021-10-04,298.66,303.0,292.32,295.31,190884058.54
2021-10-05,296.64,300.91,292.63,297.36,115024517.77
2021-10-06,299.87,301.7,292.64,297.75,91045268.64
2021-10-07,298.67,305.56,296.79,299.17,58233238.22
2021-10-08,297.2,299.9,290.42,294.21,74730437.24
2021-10-09,293.79,305.33,290.86,297.15,136791860.27
2021-10-10,294.01,303.63,293.05,303.32,176379379.78
2021-10-11,305.51,317.18,302.97,315.68,399518592.24
2021-10-12,312.2,321.78,302.14,321.22,342937915.23
2021-10-13,319.97,336.35,314.82,335.58,360773915.26
2021-10-14,335.58,340.04,320.63,322.21,484721669.97
2021-10-15,325.27,332.43,320.34,326.83,210178846.14
2021-10-16,327.23,335.95,322.94,325.66,89641730.79
2021-10-17,326.73,346.37,322.96,342.35,218784110.03
2021-10-18,340.4,343.55,323.23,329.69,364387096.97
2021-10-19,328.44,331.05,316.86,321.6,355212563.99
2021-10-20,322.06,322.06,315.33,318.7,182778366.65
2021-10-21,318.74,323.45,300.24,305.54,436006982.33
2021-10-22,305.08,310.11,300.95,309.46,206744585.53
2021-10-23,307.32,311.93,304.71,311.14,133514241.18
2021-10-24,310.22,325.38,307.91,320.24,348622918.58
2021-10-25,319.34,332.41,314.97,329.1,384393371.43
2021-10-26,330.77,352.49,329.45,349.36,531538245.8
2021-10-27,352.39,360.55,348.34,356.78,307242691.83
2021-10-28,358.03,364.17,345.1,350.31,193841013.4
2021-10-29,349.5,352.18,340.48,344.17,169176359.15
2021-10-30,341.18,358.18,340.6,353.08,344634113.38
2021-10-31,351.57,352.08,343.67,344.62,294216831.1
2021-11-01,344.77,369.91,338.89,367.76,693234530.87
2021-11-02,371.38,381.1,369.86,379.86,316090366.73
2021-11-03,379.82,389.98,366.74,374.06,298275447.57
2021-11-04,373.09,374.5,354.62,359.86,391489666.94
2021-11-05,363.75,377.37,363.59,370.41,210412046.91
2021-11-06,371.83,373.44,359.64,362.91,266485148.83
2021-11-07,364.75,373.63,360.17,368.59,304881109.24
2021-11-08,368.99,375.03,343.41,345.76,310851502.68
2021-11-09,344.07,347.51,336.51,337.61,306649548.83
2021-11-10,334.12,340.57,332.73,335.74,247339614.24
2021-11-11,334.58,337.42,328.62,333.45,160545386.48
2021-11-12,333.74,342.32,325.1,326.46,277384430.18
2021-11-13,327.29,334.14,323.8,329.08,153073636.89
2021-11-14,327.24,330.73,314.98,315.98,203278381.49
2021-11-15,315.41,320.12,306.16,313.05,210208969.73
2021-11-16,313.34,313.84,308.25,311.83,252249295.81
2021-11-17,314.0,315.99,311.84,312.8,112612661.61
2021-11-18,311.62,320.39,306.32,313.79,207984747.81
2021-11-19,314.06,314.82,294.62,299.17,329465477.19
2021-11-20,298.11,306.67,284.13,285.26,375673062.43
2021-11-21,286.55,296.68,279.03,294.83,111898356.64
2021-11-22,298.71,304.68,289.21,293.5,163641040.99
2021-11-23,294.28,302.76,283.45,283.64,361414848.4
2021-11-24,282.81,292.7,281.0,292.16,254401065.65
2021-11-25,293.4,293.73,282.99,286.62,266038973.9
2021-11-26,286.2,291.03,281.14,290.73,209932299.14
2021-11-27,288.62,291.25,278.94,284.89,156753356.54
2021-11-28,286.66,300.1,282.77,294.49,293427728.85
2021-11-29,295.34,302.89,293.69,298.37,154461790.04
2021-11-30,300.46,304.31,284.03,285.7,348830596.25
2021-12-01,286.49,288.24,284.38,285.03,80407930.33
2021-12-02,284.26,286.15,279.13,281.56,132745392.01
2021-12-03,281.37,288.58,280.49,283.54,128162041.64
2021-12-04,283.72,285.77,264.95,268.13,343057982.53
2021-12-05,267.14,270.72,266.22,270.26,77505651.93
2021-12-06,273.1,274.51,268.84,274.3,153770003.43
2021-12-07,275.12,275.5,257.48,258.32,220154172.02
2021-12-08,256.21,257.55,247.56,251.28,206022775.08
2021-12-09,251.43,252.63,238.04,241.25,276463677.52
2021-12-10,239.9,246.73,238.49,245.07,94173478.78
2021-12-11,247.24,254.87,246.74,253.97,292643883.74
2021-12-12,252.81,268.31,251.15,265.55,169948612.45
2021-12-13,267.06,270.5,261.45,264.36,143705811.73
2021-12-14,263.18,279.0,256.81,273.98,186085590.26
2021-12-15,272.18,279.32,258.63,260.56,244103058.58
2021-12-16,259.78,263.76,247.25,249.54,277823711.82
2021-12-17,250.88,258.77,243.89,252.28,66661309.63
2021-12-18,251.96,261.06,249.0,257.03,177745610.64
2021-12-19,255.65,258.96,249.4,257.71,115189943.86
2021-12-20,259.47,261.27,243.82,245.38,275774235.32
2021-12-21,243.94,252.88,242.89,249.12,173501860.67
2021-12-22,247.38,251.96,244.08,244.24,126215440.86
2021-12-23,244.65,257.45,242.62,253.07,271445089.59
2021-12-24,253.9,261.5,250.68,257.47,96056673.71
2021-12-25,258.54,260.47,249.47,252.23,197706629.37
2021-12-26,252.23,253.59,247.8,251.29,58740078.65
2021-12-27,251.0,257.06,246.11,247.24,152456706.43
2021-12-28,248.29,252.05,246.44,250.61,186473417.88
2021-12-29,253.26,259.61,249.53,259.51,206161322.39
2021-12-30,261.14,264.77,247.0,253.34,307444979.12
2021-12-31,253.83,259.76,252.04,258.56,117882150.8
2022-01-01,259.23,261.89,250.04,251.96,234215137.96
2022-01-02,249.65,249.95,244.2,244.78,178244122.11
2022-01-03,243.9,247.28,242.93,242.99,128964831.31
2022-01-04,241.09,246.36,229.03,235.19,101620850.27
2022-01-05,235.06,237.11,229.26,231.67,182294377.56
2022-01-06,232.83,240.52,219.05,224.61,189018855.37
2022-01-07,224.3,238.6,223.22,236.87,413799199.74
2022-01-08,237.41,241.18,231.93,233.27,209573796.75
2022-01-09,232.33,233.76,218.96,225.62,244631748.62
2022-01-10,223.71,226.89,217.66,224.54,141739580.88
2022-01-11,224.44,225.26,216.78,221.03,193774205.52
2022-01-12,221.49,222.65,214.25,217.08,143544170.26
2022-01-13,218.48,219.61,215.98,217.95,82337903.29
2022-01-14,218.78,221.65,215.07,218.4,90661638.43
2022-01-15,216.76,217.15,207.81,210.89,125433576.62
2022-01-16,209.67,210.81,197.81,200.72,373212954.64
2022-01-17,200.16,203.37,189.0,193.4,276521441.51
2022-01-18,193.81,196.02,174.46,177.31,465129232.33
2022-01-19,178.19,180.89,168.03,168.46,468881869.22
2022-01-20,167.94,175.75,164.71,172.91,274890556.7
2022-01-21,173.61,176.54,168.24,175.53,174078269.92
2022-01-22,175.16,176.65,162.32,167.49,184697112.08
2022-01-23,167.32,169.63,162.75,163.79,121287424.32
2022-01-24,165.27,168.76,157.37,158.57,320049022.11
2022-01-25,157.89,175.32,153.58,171.02,480047317.24
2022-01-26,172.98,175.6,169.87,171.97,144139458.81
